formula,type,activity,Syngony,shape,"length, nm","width, nm","depth, nm",Sufrace,surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,Subtype,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C"
AuPt3Cu,trme,oxidase,7,sphere-like,27.5,27.5,27.5,additional,naked,0,l-ascorbic acid,176.12,223.0000,0.009820000,glucose,glucose,100.0000,250.0000,no,0.0400000,6,37
PtCu0.4,bime,oxidase,7,sphere-like,129.8,129.8,129.8,additional,naked,0,l-ascorbic acid,176.12,100.0000,0.003040000,glucose,glucose,100.0000,250.0000,no,0.0400000,6,37
AuPt3,bime,catalase,7,sphere-like,33.6,33.6,33.6,additional,naked,0,l-ascorbic acid,176.12,240.0000,8.000000000,H2O2,H2O2,0.1000,100.0000,no,0.0066700,6,25
AuPt3Cu,trme,catalase,7,sphere-like,27.5,27.5,27.5,additional,naked,0,l-ascorbic acid,176.12,110.0000,6.000000000,H2O2,H2O2,0.1000,100.0000,no,0.0066700,6,25
PtCu0.4,bime,catalase,7,sphere-like,129.8,129.8,129.8,additional,naked,0,l-ascorbic acid,176.12,90.0000,2.000000000,H2O2,H2O2,0.1000,100.0000,no,0.0066700,6,25
PdIr0.5,bime,peroxidase,7,octahedron,35,35,35,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.2200,0.000071000,TMB + H2O2,TMB,0.1000,1.6000,65.200,0.0100000,4,2.5
PdIr0.5,bime,peroxidase,7,octahedron,35,35,35,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,11.4100,0.000110000,H2O2 + TMB,H2O2,2.0000,33.0000,1.200,0.0100000,4,2.5
PdRh0.03Ir0.03,trme,peroxidase,7,octahedron,38.7,38.7,38.7,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.1400,0.000083000,TMB + H2O2,TMB,0.1000,1.6000,65.200,0.0100000,4,2.5
PdRh0.03Ir0.03,trme,peroxidase,7,octahedron,38.7,38.7,38.7,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,7.7300,0.000140000,H2O2 + TMB,H2O2,2.0000,33.0000,1.200,0.0100000,4,2.5
Pt0.48Pd0.52-Fe3O4,comp,peroxidase,,sphere-like,12,12,12,additional,naked,0,oleylamine,267.50,0.0790,0.000093600,TMB + H2O2,TMB,0.0100,1.0000,0.100,0.0245000,5.2,
Pt0.48Pd0.52-Fe3O4,comp,peroxidase,,sphere-like,12,12,12,additional,naked,0,oleylamine,267.50,0.1710,0.000044400,TMB + H2O2,TMB,0.0100,1.0000,0.100,0.0245000,5.2,
Pt0.48Pd0.52,bime,peroxidase,,sphere-like,4,4,4,additional,naked,0,oleylamine,267.50,0.0470,0.000025600,TMB + H2O2,TMB,0.0100,1.0000,0.100,0.0127600,5.2,
Fe3O4,meo,peroxidase,,sphere-like,10,10,10,additional,naked,0,oleic acid,267.50,0.1390,0.000034600,TMB + H2O2,TMB,0.0100,1.0000,0.100,0.0118000,5.2,
V2O5,meo,catalase,3,,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,172.4100,0.000000490,H2O2,H2O2,50.0000,600.0000,no,0.1000000,7.4,
V2O5,meo,catalase,3,,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,270.2700,0.000000375,H2O2,H2O2,50.0000,600.0000,no,0.1000000,7.4,
VO2,meo,catalase,2,,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,555.5600,0.000000307,H2O2,H2O2,50.0000,600.0000,no,0.1000000,7.4,
VO2,meo,catalase,2,,55,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,185.1800,0.000000203,H2O2,H2O2,50.0000,600.0000,no,0.1000000,7.4,
V2O5,meo,catalase,3,,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,156.2500,0.000000385,H2O2,H2O2,50.0000,600.0000,no,0.1000000,6,
V2O5,meo,catalase,3,,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,186.2200,0.000000307,H2O2,H2O2,50.0000,600.0000,no,0.1000000,6,
VO2,meo,peroxidase,2,,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,36.7100,0.000022220,H2O2 + TMB,H2O2,10.0000,150.0000,5.000,0.1000000,7.4,
VO2,meo,peroxidase,2,,55,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,40.4800,0.000018400,H2O2 + TMB,H2O2,10.0000,150.0000,5.000,0.1000000,7.4,
VO2,meo,peroxidase,2,,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,3.9000,0.000112800,H2O2 + TMB,H2O2,2.0000,50.0000,5.000,0.1000000,6,
VO2,meo,peroxidase,2,,55,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,4.3800,0.000066400,H2O2 + TMB,H2O2,2.0000,50.0000,5.000,0.1000000,6,
V2O5,meo,peroxidase,3,,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),sodium citrate,58000.00,39.2000,0.000013600,H2O2 + TMB,H2O2,100.0000,500.0000,5.000,0.1000000,6,
Pd@Pt ,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.2400,0.000820000,TMB + H2O2,TMB,0.0250,0.6000,"2,000.000",,4,55
Pd@Pt ,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,3400.0000,0.001000000,H2O2 + TMB,H2O2,0.0500,1.0000,0.800,,4,55
Pd@Pt3-Ru,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.3500,0.000960000,TMB + H2O2,TMB,0.0250,0.6000,"2,000.000",,4,55
Pd@Pt3-Ru,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,1400.0000,0.002500000,H2O2 + TMB,H2O2,0.0500,1.0000,0.800,,4,55
Pd@Pt-Ru,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.4500,0.003100000,TMB + H2O2,TMB,0.0250,0.6000,"2,000.000",,4,55
Pd@Pt-Ru,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,580.0000,0.002000000,H2O2 + TMB,H2O2,0.0500,1.0000,0.800,,4,55
Pd@Pt-Ru3,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.6300,0.002000000,TMB + H2O2,TMB,0.0250,0.6000,"2,000.000",,4,55
Pd@Pt-Ru3,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,320.0000,0.000100000,H2O2 + TMB,H2O2,0.0500,1.0000,0.800,,4,55
Pd0.825Pt0.094Ru0.081,trme,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.4200,0.001200000,TMB + H2O2,TMB,0.0250,0.6000,"2,000.000",,4,55
Pd0.825Pt0.094Ru0.081,trme,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,400.0000,0.000890000,H2O2 + TMB,H2O2,0.0500,1.0000,0.800,,4,55
Pd0.825Pt0.094Ru0.081,trme,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.4900,0.002000000,TMB + H2O2,TMB,0.0250,0.6000,"2,000.000",,4,55
Pd0.825Pt0.094Ru0.081,trme,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,430.0000,0.001400000,H2O2 + TMB,H2O2,0.0500,1.0000,0.800,,4,55
Pd@Pt-Ru,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.8000,0.001800000,TMB + H2O2,TMB,0.0250,0.6000,"2,000.000",,4,55
Pd@Pt-Ru,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,240.0000,0.000680000,H2O2 + TMB,H2O2,0.0500,1.0000,0.800,,4,55
Pd@Pt-Ru,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.6300,0.002000000,TMB + H2O2,TMB,0.0250,0.6000,"2,000.000",,4,55
Pd@Pt-Ru,core-shell,peroxidase,7,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,320.0000,0.000100000,H2O2 + TMB,H2O2,0.0500,1.0000,0.800,,4,55
Ag0.26-Au0.3@CeO2,core-shell,peroxidase,7,cubic,34,34,34,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000.00,8.5000,0.000001900,H2O2 + TMB,H2O2,1.0000,5.0000,16.000,0.2000000,5,
Ag0.26-Au0.3@CeO2,core-shell,oxidase,7,cubic,34,34,34,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000.00,3.0000,0.000100000,glucose,glucose,0.0100,5.0000,,0.2000000,,50
Pd@Pt,core-shell,peroxidase,,cubic,27,27,27,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.6630,0.000221000,TMB + H2O2,TMB,0.0200,0.8000,7.000,,4,40
Pd@Pt,core-shell,peroxidase,,cubic,27,27,27,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,3820.0000,0.000186000,H2O2 + TMB,H2O2,0.2000,7.0000,0.800,,4,40
Au,me,peroxidase,7,sphere-like,20,20,20,additional,naked,0,trisodium citrate,192.12,1.8310,0.000010970,TMB + H2O2,TMB,0.0500,1.0000,10.000,,4,60
Au,me,peroxidase,7,sphere-like,20,20,20,additional,naked,0,trisodium citrate,192.12,3.1330,0.000010110,H2O2 + TMB,H2O2,0.2500,10.0000,2.000,,4,60
Au@Pt,core-shell,peroxidase,7,sphere-like,25,25,25,additional,naked,0,ascorbic acid,176.12,0.1580,0.000384300,TMB + H2O2,TMB,0.0500,1.0000,10.000,,4,60
Au@Pt,core-shell,peroxidase,7,sphere-like,25,25,25,additional,naked,0,ascorbic acid,176.12,6.7940,0.001326200,H2O2 + TMB,H2O2,0.2500,10.0000,2.000,,4,60
Pd@Pt,core-shell,peroxidase,7,cubic,9,9,9,additional,naked,poly(N-Vinylpyrrolidone),"citric acid, ascorbic acid",55000.00,0.4800,0.000710000,TMB + H2O2,TMB,0.0100,0.6000,"2,000.000",,4,25
Pd@Pt,core-shell,peroxidase,7,cubic,9,9,9,additional,naked,poly(N-Vinylpyrrolidone),"citric acid, ascorbic acid",55000.00,390.0000,0.000420000,H2O2 + TMB,H2O2,50.0000,700.0000,0.800,,4,25
Pd@Pt,core-shell,peroxidase,7,cubic,20.3,20.3,20.3,additional,naked,poly(N-Vinylpyrrolidone),"citric acid, ascorbic acid",55000.00,0.3400,0.000600000,TMB + H2O2,TMB,0.0100,0.6000,"2,000.000",,4,25
Pd@Pt,core-shell,peroxidase,7,cubic,20.3,20.3,20.3,additional,naked,poly(N-Vinylpyrrolidone),"citric acid, ascorbic acid",55000.00,770.0000,0.000580000,H2O2 + TMB,H2O2,50.0000,700.0000,0.800,,4,25
Pd@Pt,core-shell,peroxidase,7,cubic,42.3,42.3,42.3,additional,naked,poly(N-Vinylpyrrolidone),"citric acid, ascorbic acid",55000.00,0.4500,0.000320000,TMB + H2O2,TMB,0.0100,0.6000,"2,000.000",,4,25
Pd@Pt,core-shell,peroxidase,7,cubic,42.3,42.3,42.3,additional,naked,poly(N-Vinylpyrrolidone),"citric acid, ascorbic acid",55000.00,350.0000,0.000260000,H2O2 + TMB,H2O2,50.0000,700.0000,0.800,,4,25
Pt,me,peroxidase,,,7,3,4,additional,naked,0,trisodium citrate,192.12,0.1200,0.001260000,TMB + H2O2,TMB,0.0100,0.5000,763.000,,4,25
Pt,me,peroxidase,,,7,3,4,additional,naked,0,trisodium citrate,192.12,769.0000,0.001850000,H2O2 + TMB,H2O2,1.0000,"1,600.0000",0.921,,4,25
Mn3O4,meo,oxidase,4,nanoflower,110,110,110,additional,naked,0,oleic acid,282.47,1.6600,0.000039700,TMB,TMB,0.0100,0.7000,no,0.0055000,5.4,25
Mn3O4,meo,oxidase,4,nanoflower,110,110,110,additional,naked,0,oleic acid,282.47,13.2000,0.000013500,TMB,TMB,0.0100,0.7000,no,0.0055000,5.4,25
Au0.1/Co3O4-CeO2,comp,peroxidase,7,,18,17,17,additional,naked,0,sodium citrate,192.12,0.1219,0.000008577,TMB + H2O2,TMB,0.0100,0.1000,250.000,,5,45
Au0.1/Co3O4-CeO2,comp,peroxidase,7,,18,17,17,additional,naked,0,sodium citrate,192.12,0.2724,0.000003898,H2O2 + TMB,H2O2,0.1000,0.9000,1.000,,5,45
CoMoO4,bimeo,oxidase,,sphere-like,4000,4000,4000,additional,naked,0,methenamine,140.19,0.0428,0.000087200,TMB,TMB,0.0250,1.0000,no,0.0150000,3.5,25
Co3V2O8,bimeo,peroxidase,3,nanosheets,,,,additional,naked,0,methenamine,140.19,0.5360,no,TMB + H2O2,TMB,0.0100,0.4000,5.000,0.0400000,4,25
Co3V2O8,bimeo,peroxidase,3,nanosheets,,,,additional,naked,0,methenamine,140.19,4.8000,no,H2O2 + TMB,H2O2,0.0100,0.1000,0.050,0.0400000,4,25
Co3V2O8,bimeo,oxidase,3,nanosheets,,,,additional,naked,0,methenamine,140.19,0.2700,0.000101000,TMB,TMB,0.0100,0.4000,no,0.0400000,4,25
Co3O4/CuO,comp,oxidase,,rhombic,607,607,607,naked,naked,0,0,0.00,0.2220,no,TMB,TMB,0.0100,1.2000,no,0.0200000,4,40
"(Co,Mn)3O4",bimeo,oxidase,4,nanosheets,5,5,5,naked,naked,0,0,0.00,0.0072,0.000208600,TMB,TMB,0.0100,0.0550,no,0.0225000,4,15
Au0.02/Fe2O3,comp,peroxidase,7,nanocubes,100,100,100,additional,naked,poly(ethylene oxide),sodium citrate,30000.00,0.0429,0.058820000,TMB + H2O2,TMB,0.0100,1.0000,700.000,0.0830000,3.5,25
Au0.02/Fe2O3,comp,peroxidase,7,nanocubes,100,100,100,additional,naked,poly(ethylene oxide),sodium citrate,30000.00,138.5000,0.047700000,H2O2 + TMB,H2O2,10.0000,"1,100.0000",0.800,0.0830000,3.5,25
Pt/ZnCo2O4,comp,peroxidase,7,microspheres,1500,1500,1500,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000.00,0.1357,0.000806800,TMB + H2O2,TMB,0.0100,0.1000,250.000,0.0600000,4,30
Pt/ZnCo2O4,comp,peroxidase,7,microspheres,1500,1500,1500,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000.00,0.7300,0.000083500,H2O2 + TMB,H2O2,0.1000,1.0000,0.500,0.0600000,4,30
Mn3O4,meo,oxidase,4,urchin-like,750,750,750,additional,naked,0,oleic acid,282.47,0.0398,0.004500000,TMB + GSH,TMB,0.0100,0.2500,0.015,0.0016700,3.6,25
Mn3O4,meo,oxidase,4,urchin-like,750,750,750,additional,naked,0,oleic acid,282.47,0.0158,0.000416700,GSH +TMB,GSH,0.0100,0.0650,0.120,0.0016700,3.6,25
LaMnO3.15,bimeo,oxidase,6,nanofibers,10000,170,170,additional,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.0370,0.000076800,TMB,TMB,0.0100,0.1000,no,3.0000000,4,
V6O13,meo,peroxidase,2,,,,,naked,naked,0,0,0.00,0.1530,0.000029900,TMB + H2O2,TMB,0.0900,0.2000,0.600,0.5000000,4.5,30
V6O13,meo,peroxidase,2,,,,,naked,naked,0,0,0.00,1.5100,0.000031200,H2O2 + TMB,H2O2,0.2000,3.2000,0.300,0.5000000,4.5,30
MnCo2O4,bimeo,oxidase,,nanotubes,2000,700,700,naked,naked,0,0,0.00,0.0630,0.021700000,TMB,TMB,0.0500,0.5000,no,0.0200000,5,35
Pt/CeO2,comp,peroxidase,7,nanotubes,300,15,15,naked,naked,0,0,0.00,0.4080,0.000884000,TMB + H2O2,TMB,0.0500,0.5000,5.000,0.1000000,5,25
Pt/CeO2,comp,peroxidase,7,nanotubes,300,15,15,naked,naked,0,0,0.00,16.1800,0.001082000,H2O2 + TMB,H2O2,0.5000,20.0000,0.300,0.1000000,5,25
CoMn2O4/Mn2O3,comp,oxidase,,microspheres,2700,2700,2700,cover,"1,3,5-benzenetricarboxylate",poly(N-Vinylpyrrolidone),0,30000.00,0.0378,0.000044000,TMB,TMB,0.0100,0.8000,no,0.1000000,4,25
Mn2O3,meo,oxidase,7,microspheres,9000,9000,9000,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,0.0856,0.000028600,TMB,TMB,0.0100,0.8000,no,0.1000000,4,25
CeO2,meo,oxidase,7,cubic,22,22,22,naked,naked,0,0,0.00,2.0100,no,TMB,TMB,0.5000,2.5000,no,,4,
Pr0.05-CeO2,bimeo,oxidase,7,cubic,31,31,31,naked,naked,0,0,0.00,0.7900,no,TMB,TMB,0.5000,2.5000,no,,4,
Pr0.1-CeO2,bimeo,oxidase,7,cubic,27,27,27,naked,naked,0,0,0.00,0.2700,no,TMB,TMB,0.5000,2.5000,no,,4,
Pr0.15-CeO2,bimeo,oxidase,7,cubic,27,27,27,naked,naked,0,0,0.00,0.2300,no,TMB,TMB,0.5000,2.5000,no,,4,
Pr0.2-CeO2,bimeo,oxidase,7,cubic,50,27,27,naked,naked,0,0,0.00,0.1500,no,TMB,TMB,0.5000,2.5000,no,,4,
Mn0.6Co0.4O,bimeo,oxidase,4,microspheres,1700,1700,1700,naked,naked,0,0,0.00,0.0187,0.000076200,TMB,TMB,0.0050,0.0350,no,8.0000000,5,20
Fe2O3/Fe4(Fe(CN)6)4,comp,peroxidase,6,,46,46,46,additional,naked,0,ethylenediamine,60.10,0.0100,0.000123000,TMB + H2O2,TMB,0.0080,0.2000,13.000,0.0200000,4,
Fe2O3/Fe4(Fe(CN)6)4,comp,peroxidase,6,,46,46,46,additional,naked,0,ethylenediamine,60.10,15.0000,0.000228000,H2O2 + TMB,H2O2,6.5000,68.0000,0.100,0.0200000,4,
Ni/CoMoO4,comp,peroxidase,2,honeycomb-like,10000,2000,2000,naked,naked,0,0,0.00,0.0760,no,TMB + H2O2,TMB,0.0500,0.4000,10.000,2.0000000,4,37
Ni/CoMoO4,comp,peroxidase,2,honeycomb-like,10000,2000,2000,naked,naked,0,0,0.00,0.0080,no,H2O2 + TMB,H2O2,0.0100,0.1200,5.000,2.0000000,4,37
Ni/CoMoO4,comp,oxidase,2,honeycomb-like,10000,2000,2000,naked,naked,0,0,0.00,0.0900,no,TMB,TMB,0.0500,0.4000,no,2.0000000,4,37
Fe2O3,meo,peroxidase,7,nanocube,38.8,38.8,38.8,additional,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000.00,0.2140,0.000021200,TMB + H2O2,TMB,0.1850,0.3700,390.000,0.0030000,3,
Fe2O3,meo,peroxidase,7,nanocube,38.8,38.8,38.8,additional,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000.00,115.0000,0.000028900,H2O2 + TMB,H2O2,135.5000,226.0000,10.000,0.0030000,3,
Fe2O3,meo,peroxidase,7,nanocube,38.8,38.8,38.8,additional,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000.00,0.4500,0.000009610,TMB + H2O2,TMB,0.1850,0.3700,390.000,0.0030000,3,
Fe2O3,meo,peroxidase,7,nanoflower,600,600,600,additional,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000.00,0.0571,0.000090800,TMB + H2O2,TMB,0.1850,0.3700,390.000,0.0030000,3,
Fe2O3,meo,peroxidase,7,nanoflower,600,600,600,additional,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000.00,236.0000,0.000166000,H2O2 + TMB,H2O2,135.5000,226.0000,10.000,0.0030000,3,
Fe2O3,meo,peroxidase,7,nanoplate,220,220,10,additional,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000.00,581.0000,0.000039200,TMB + H2O2,TMB,0.1850,0.3700,390.000,0.0030000,3,
Fe2O3,meo,peroxidase,7,nanoplate,220,220,10,additional,naked,poly(N-Vinylpyrrolidone),acetic acid,1300000.00,452.0000,0.000392000,H2O2 + TMB,H2O2,135.5000,226.0000,10.000,0.0030000,3,
NiCo2O4,bimeo,oxidase,7,sphere-like,400,400,400,additional,naked,0,ethylene glycol,62.07,0.0001,38780.0000,TMB,TMB,0.0100,0.8000,no,5.0000000,4,37
NiCo2O4-Au0.44,comp,oxidase,7,sphere-like,500,500,500,additional,naked,0,ethylene glycol,62.07,0.0001,34537.0000,TMB,TMB,0.0100,0.8000,no,5.0000000,4,37
NiCo2O4,bimeo,peroxidase,7,sphere-like,400,400,400,additional,naked,0,ethylene glycol,62.07,0.0002,59885.0000,TMB + H2O2,TMB,0.0100,0.8000,500.000,5.0000000,4,37
NiCo2O4,bimeo,peroxidase,7,sphere-like,400,400,400,additional,naked,0,ethylene glycol,62.07,0.0283,28773.0000,H2O2 + TMB,H2O2,10.0000,100.0000,16.000,5.0000000,4,37
NiCo2O4-Au0.44,comp,peroxidase,7,sphere-like,500,500,500,additional,naked,0,ethylene glycol,62.07,0.0002,56163.0000,TMB + H2O2,TMB,0.0100,0.8000,500.000,5.0000000,4,37
NiCo2O4-Au0.44,comp,peroxidase,7,sphere-like,500,500,500,additional,naked,0,ethylene glycol,62.07,0.0132,29250.0000,H2O2 + TMB,H2O2,10.0000,100.0000,16.000,5.0000000,4,37
Co(OH)2,salt,oxidase,0,nanocube,500,500,500,additional,naked,poly(N-Vinylpyrrolidone),0,40000.00,0.3620,0.000060600,TMB,TMB,0.1300,4.0000,no,,4,25
BNCuS,salt,peroxidase,6,sphere-like,200,200,200,additional,naked,sodium dodecyl sulfate,N-Methylpyrrolidone,288.37,0.1750,0.000037600,TMB + H2O2,TMB,0.2000,0.8000,100.000,0.0300000,3,35
BNCuS,salt,peroxidase,6,sphere-like,200,200,200,additional,naked,sodium dodecyl sulfate,N-Methylpyrrolidone,288.37,25.0000,0.000125000,H2O2 + TMB,H2O2,10.0000,100.0000,0.600,0.0300000,3,35
Rh,me,peroxidase,7,sphere-like,50,50,50,additional,naked,"poly(ethylene oxide), poly(methyl methacrylate)",ascorbic acid ,28500.00,27.0900,0.000137300,H2O2 + TMB,H2O2,0.5000,40.0000,,,,
Rh,me,peroxidase,7,sphere-like,50,50,50,additional,naked,"poly(ethylene oxide), Poly(methyl methacrylate)",ascorbic acid ,28500.00,21.5400,0.000450700,H2O2 + TMB,H2O2,0.5000,40.0000,,,,
Rh,me,peroxidase,7,sphere-like,50,50,50,additional,naked,"poly(ethylene oxide), Poly(methyl methacrylate)",ascorbic acid ,28500.00,16.5400,0.000874500,H2O2 + TMB,H2O2,0.5000,40.0000,,,,
Au-Pt0.25,bime,peroxidase,,rod,50,5,5,additional,naked,0,"Cetrimonium bromide, ascorbic acid ",364.45,0.0260,0.000096000,TMB + H2O2,TMB,0.1000,0.3000,100.000,,4.5,37
Au-Pt0.17,bime,peroxidase,,rod,50,5,5,additional,naked,0,"Cetrimonium bromide, ascorbic acid ",364.45,0.0056,0.000032000,TMB + H2O2,TMB,0.1000,0.3000,100.000,,4.5,37
Au-Pt0.10,bime,peroxidase,,rod,50,5,5,additional,naked,0,"Cetrimonium bromide, ascorbic acid ",364.45,0.0021,0.000016000,TMB + H2O2,TMB,0.1000,0.3000,100.000,,4.5,37
Au-Pt0.25,bime,peroxidase,,rod,50,5,5,cover,poly(sodium 4-styrene sulfonate),0,"Cetrimonium bromide, ascorbic acid ",70000.00,0.0260,0.000031200,TMB + H2O2,TMB,0.1000,0.3000,100.000,,4.5,37
Au-Pt0.25,bime,peroxidase,,rod,50,5,5,cover,Poly(dimethyldiallylammonium chloride),0,"Cetrimonium bromide, ascorbic acid ",100000.00,0.1630,0.000121200,TMB + H2O2,TMB,0.1000,0.3000,100.000,,4.5,37
Au-Pt0.25,bime,peroxidase,,rod,50,5,5,cover,poly(sodium 4-styrenesulfonate),0,"Cetrimonium bromide, ascorbic acid ",70000.00,0.2510,0.000003600,ABTS + H2O2,ABTS,0.2000,1.0000,100.000,,4.5,37
Au-Pt0.25,bime,peroxidase,,rod,50,5,5,cover,Poly(dimethyldiallylammonium chloride),0,"Cetrimonium bromide, ascorbic acid ",100000.00,0.1840,0.000017100,ABTS + H2O2,ABTS,0.2000,1.0000,100.000,,4.5,37
NiMoO4-Cu,comp,peroxidase,2,sphere-like,2500,2500,2500,naked,naked,0,0,0.00,0.5410,no,TMB + H2O2,TMB,0.1000,1.0000,50.000,0.0250000,4,25
NiMoO4-Cu,comp,peroxidase,2,sphere-like,2500,2500,2500,naked,naked,0,0,0.00,9.0420,no,H2O2 + TMB,H2O2,1.0000,10.0000,1.000,0.0250000,4,25
CoMoO4-Cu,comp,peroxidase,2,sphere-like,4500,4500,4500,naked,naked,0,0,0.00,0.3650,no,TMB + H2O2,TMB,0.1000,1.0000,50.000,0.0250000,4,25
CoMoO4-Cu,comp,peroxidase,2,sphere-like,4500,4500,4500,naked,naked,0,0,0.00,1.7720,no,H2O2 + TMB,H2O2,1.0000,10.0000,1.000,0.0250000,4,25
NHMoO3,bimeo,peroxidase,3,nanobelts,8000,200,200,cover,BSA,0,0,0.00,5.0600,0.001660000,TMB + H2O2,TMB,0.2500,2.0000,1.000,,6.5,37
NHMoO3,bimeo,peroxidase,3,nanobelts,8000,200,200,cover,BSA,0,0,0.00,2.4100,0.000130000,H2O2 + TMB,H2O2,0.5000,10.0000,1.000,,6.5,37
AuPt ,bime,peroxidase,,sphere-like,2.5,2.5,2.5,cover,dopamine ,0,0,153.18,1.0900,0.000042700,H2O2 + TMB,H2O2,0.2000,1.0000,0.250,0.1000000,5.5,
Pt,me,peroxidase,,cube,43.9,43.9,43.9,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,no,0.000152000,TMB + H2O2,TMB,0.0500,0.6000,"7,500.000",0.0790000,4,37
Pt,me,peroxidase,,cube,43.9,43.9,43.9,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,no,0.000129000,H2O2 + TMB,H2O2,500.0000,"4,000.0000",0.800,0.0790000,4,37
Pt,me,peroxidase,,sphere-like,48,48,48,naked,naked,0,ascorbic acid ,176.12,no,0.000056300,TMB + H2O2,TMB,0.0500,0.6000,"7,500.000",0.0790000,4,37
Pt,me,peroxidase,,sphere-like,48,48,48,naked,naked,0,ascorbic acid ,176.12,no,0.000047300,H2O2 + TMB,H2O2,500.0000,"4,000.0000",0.800,0.0790000,4,37
Pt,me,peroxidase,7,sphere-like,14.6,14.6,14.6,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,0.4800,0.000790000,TMB + H2O2,TMB,0.0100,0.6000,"2,000.000",,4,
Ni@Pt2,core-shell,peroxidase,7,sphere-like,12.7,12.7,12.7,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,9.0000,0.006100000,TMB + H2O2,TMB,0.0100,0.6000,"2,000.000",,4,
Ni@Pt,core-shell,peroxidase,7,sphere-like,13.9,13.9,13.9,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,35.0000,0.026000000,TMB + H2O2,TMB,0.0100,0.6000,"2,000.000",,4,
